Dates,PX_LAST
2021-03-18,63.35
2021-03-19,63.405
2021-03-22,62.945
2021-03-23,62.6
2021-03-24,62.93
2021-03-25,63.385
2021-03-26,62.585
2021-03-29,62.06
2021-03-30,62.08
2021-03-31,61.525
2021-04-01,61.91
2021-04-05,62.155
2021-04-06,62.09
2021-04-07,62.175
2021-04-08,61.975
2021-04-09,61.955
2021-04-12,62.23
2021-04-13,62.025
2021-04-14,62.205
2021-04-15,62.065
2021-04-16,62.4
2021-04-19,62.295
2021-04-20,61.8
2021-04-21,62.125
2021-04-22,62.515
2021-04-23,63.26
2021-04-26,63.41
2021-04-27,63.605
2021-04-28,63.66
2021-04-29,63.84
2021-04-30,63.89
2021-05-03,64.115
2021-05-04,64.32
2021-05-05,64.735
2021-05-06,65.1
2021-05-07,65.35
2021-05-10,65.385
2021-05-11,65.155
2021-05-12,64.94
2021-05-13,65.88
2021-05-14,66.265
2021-05-17,66.625
2021-05-18,66.66
2021-05-19,66.895
2021-05-20,67.175
2021-05-21,67.675
2021-05-25,67.795
2021-05-26,68.56
2021-05-27,70.54
2021-05-28,71.23
2021-05-31,70.355
2021-06-01,71.89
2021-06-02,72.48
2021-06-03,72.645
2021-06-04,72.595
2021-06-07,72.54
2021-06-08,72.38
2021-06-09,72.2
2021-06-10,72.09
2021-06-11,72.19
2021-06-14,72.19
2021-06-15,72.945
2021-06-16,73.57
2021-06-17,72.745
2021-06-18,72.355
2021-06-21,73.165
2021-06-22,73.02
2021-06-23,73.135
2021-06-24,73.0
2021-06-25,71.97
2021-06-28,70.785
2021-06-29,70.24
2021-06-30,70.555
2021-07-02,70.735
2021-07-05,70.835
2021-07-06,70.785
2021-07-07,70.84
2021-07-08,70.215
2021-07-09,70.935
2021-07-12,71.415
2021-07-13,71.64
2021-07-14,71.68
2021-07-15,71.85
2021-07-16,71.415
2021-07-19,70.3
2021-07-20,70.505
2021-07-21,71.28
2021-07-22,71.26
2021-07-23,71.56
2021-07-26,72.08
2021-07-27,72.25
2021-07-28,72.54
2021-07-29,72.91
2021-07-30,72.535
2021-08-03,71.71
2021-08-04,72.115
2021-08-05,72.5
2021-08-06,73.705
2021-08-09,73.515
2021-08-10,73.71
2021-08-11,74.045
2021-08-12,74.245
2021-08-13,74.565
2021-08-16,74.565
2021-08-17,73.965
2021-08-18,74.15
2021-08-19,73.425
2021-08-20,73.805
2021-08-23,74.315
2021-08-24,74.865
2021-08-25,75.68
2021-08-26,74.095
2021-08-27,73.235
2021-08-30,72.79
2021-08-31,72.57
2021-09-01,72.6
2021-09-02,72.85
2021-09-03,72.785
2021-09-07,73.0
2021-09-08,72.815
2021-09-09,73.32
2021-09-10,73.135
2021-09-13,73.495
2021-09-14,72.84
2021-09-15,73.705
2021-09-16,74.025
2021-09-17,72.995
2021-09-20,71.415
2021-09-21,71.47
2021-09-22,71.845
2021-09-23,72.975
2021-09-24,72.92
2021-09-27,72.835
2021-09-28,71.42
2021-09-29,71.25
2021-09-30,70.5
2021-10-01,71.09
2021-10-04,71.25
2021-10-05,72.035
2021-10-06,72.0
2021-10-07,72.555
2021-10-08,73.05
2021-10-12,72.69
2021-10-13,72.25
2021-10-14,72.96
2021-10-15,73.785
2021-10-18,73.92
2021-10-19,73.985
2021-10-20,74.34
2021-10-21,74.405
2021-10-22,75.005
2021-10-25,75.315
2021-10-26,75.55
2021-10-27,75.125
2021-10-28,75.31
2021-10-29,75.085
2021-11-01,75.485
2021-11-02,75.715
2021-11-03,76.125
2021-11-04,74.955
2021-11-05,74.405
2021-11-08,73.785
2021-11-09,74.215
